Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,118,605,333,4.327,2.163,4978
1,119,598,355,2.978,1.489,6336
1,120,600,343,1.569,0.785,5883
1,121,602,316,3.493,1.746,6869
1,122,598,289,3.521,1.761,5831
1,123,598,282,0.903,0.452,5940
1,124,597,284,0.288,0.144,4648
1,125,599,293,1.189,0.595,6609
1,126,594,295,0.695,0.347,4989
1,127,597,322,3.504,1.752,6020
1,128,599,339,2.208,1.104,4987
1,129,601,341,0.365,0.182,5405
1,130,600,347,0.785,0.392,5302
1,131,594,366,2.570,1.285,6109
1,132,594,368,0.258,0.129,5638
1,133,598,356,1.632,0.816,5506
1,134,598,347,1.161,0.581,5186
1,135,597,354,0.912,0.456,4474
1,136,601,334,2.631,1.316,5441
1,137,604,317,2.227,1.113,5727
1,138,599,304,1.797,0.898,5707
1,139,594,307,0.752,0.376,5531
1,140,601,304,0.982,0.491,5043
1,141,602,321,2.197,1.098,6647
1,142,595,352,4.100,2.050,7067
1,143,597,360,1.064,0.532,6741
1,144,601,335,3.266,1.633,6056
1,145,601,337,0.258,0.129,5477
1,146,597,364,3.521,1.761,5407
1,147,597,370,0.774,0.387,7143
1,148,596,372,0.288,0.144,6925
1,149,601,336,4.689,2.344,6092
1,150,599,297,5.038,2.519,5746
1,151,598,298,0.182,0.091,5404
1,152,593,294,0.826,0.413,5057
1,153,593,310,2.064,1.032,4694
1,154,600,309,0.912,0.456,5631
1,155,598,297,1.569,0.785,6846
1,156,602,312,2.003,1.001,5862
1,157,602,332,2.580,1.290,5748
1,158,606,331,0.532,0.266,6989
1,159,601,340,1.328,0.664,5622
1,160,603,323,2.208,1.104,6111
1,161,605,321,0.365,0.182,5738
1,162,595,342,3.000,1.500,5837
1,163,598,336,0.865,0.433,4930
1,164,600,313,2.978,1.489,5091
1,165,602,317,0.577,0.288,5640
1,166,599,300,2.227,1.113,6863
1,167,603,306,0.930,0.465,5820
1,168,596,317,1.682,0.841,7682
1,169,599,317,0.387,0.194,5566
1,170,602,308,1.224,0.612,5170
1,171,598,301,1.040,0.520,6558
1,172,595,298,0.547,0.274,5191
1,173,596,297,0.182,0.091,5253
1,174,595,293,0.532,0.266,5874
1,175,600,309,2.162,1.081,6820
1,176,599,322,1.682,0.841,6392
1,177,600,332,1.296,0.648,4730
1,178,596,342,1.389,0.695,5217
1,179,598,348,0.816,0.408,5109
1,180,599,344,0.532,0.266,5995
1,181,602,322,2.864,1.432,5238
1,182,599,307,1.973,0.987,7120
1,183,595,292,2.003,1.001,6094
1,184,598,299,0.982,0.491,6702
1,185,599,306,0.912,0.456,7441
1,186,598,301,0.658,0.329,6522
1,187,598,304,0.387,0.194,5470
1,188,599,338,4.388,2.194,5560
1,189,599,330,1.032,0.516,5959
1,190,596,324,0.865,0.433,6598
1,191,598,319,0.695,0.347,4780
1,192,598,306,1.677,0.839,7134
1,193,598,320,1.806,0.903,5940
1,194,597,292,3.614,1.807,5843
1,195,601,318,3.393,1.697,5441
1,196,596,331,1.797,0.898,4674
1,197,599,320,1.471,0.735,5923
1,198,601,308,1.569,0.785,4609
1,199,600,318,1.296,0.648,5203
1,200,599,339,2.712,1.356,7336
1,201,594,372,4.306,2.153,6320
1,202,597,359,1.721,0.861,6308
1,203,597,337,2.838,1.419,4612
1,204,597,335,0.258,0.129,5304
1,205,595,334,0.288,0.144,5479
1,206,597,329,0.695,0.347,6560
1,207,597,330,0.129,0.065,6240
1,208,597,337,0.903,0.452,5587
1,209,598,321,2.068,1.034,5295
1,210,596,297,3.107,1.553,6159
1,211,594,290,0.939,0.470,6933
1,212,598,288,0.577,0.288,5439
1,213,593,277,1.559,0.779,4591
1,214,597,297,2.631,1.316,5771
1,215,600,303,0.865,0.433,6244
1,216,599,310,0.912,0.456,7229
1,217,598,301,1.168,0.584,6629
1,218,600,315,1.824,0.912,5847
1,219,601,334,2.454,1.227,5694
1,220,599,329,0.695,0.347,6319
1,221,599,330,0.129,0.065,5632
1,222,601,334,0.577,0.288,5116
1,223,600,342,1.040,0.520,5451
1,224,598,350,1.064,0.532,6084
1,225,595,357,0.982,0.491,5738
1,226,596,341,2.068,1.034,7863
1,227,598,333,1.064,0.532,5507
1,228,600,315,2.336,1.168,5379
1,229,603,325,1.347,0.673,4979
1,230,596,324,0.912,0.456,6816
1,231,595,353,3.743,1.872,5440
1,232,595,359,0.774,0.387,6085
1,233,596,343,2.068,1.034,5403
1,234,598,337,0.816,0.408,5363
1,235,600,333,0.577,0.288,4767
1,236,601,328,0.658,0.329,5838
1,237,598,314,1.847,0.923,6088
1,238,596,305,1.189,0.595,6920
1,239,600,321,2.128,1.064,7249
1,240,597,359,4.917,2.459,6452
1,241,598,353,0.785,0.392,5867
1,242,599,353,0.129,0.065,6284
1,243,595,343,1.389,0.695,5765
1,244,598,337,0.865,0.433,5255
1,245,597,323,1.811,0.905,5838
1,246,598,312,1.425,0.712,6299
1,247,598,337,3.225,1.613,5939
1,248,596,361,3.107,1.553,7178
1,249,597,341,2.583,1.292,5802
1,250,599,334,0.939,0.470,5314
1,251,599,338,0.516,0.258,5309
1,252,599,349,1.419,0.710,4694
1,253,596,350,0.408,0.204,5403
1,254,599,334,2.100,1.050,5023
1,255,598,321,1.682,0.841,5619
1,256,598,326,0.645,0.323,5470
1,257,599,325,0.182,0.091,5674
1,258,598,320,0.658,0.329,5760
1,259,600,333,1.697,0.848,6136
1,260,595,322,1.559,0.779,6560
1,261,597,307,1.952,0.976,4947
1,262,594,300,0.982,0.491,5242
1,263,597,304,0.645,0.323,6453
1,264,597,321,2.193,1.097,5874
1,265,596,344,2.970,1.485,6159
1,266,598,348,0.577,0.288,5219
1,267,598,312,4.644,2.322,6696
1,268,594,292,2.631,1.316,6649
1,269,596,300,1.064,0.532,6303
1,270,600,315,2.003,1.001,4983
1,271,599,321,0.785,0.392,6180
1,272,596,294,3.504,1.752,6775
1,273,592,274,2.631,1.316,4951
1,274,598,287,1.847,0.923,6552
1,275,597,301,1.811,0.905,5659
1,276,593,294,1.040,0.520,7656
1,277,594,290,0.532,0.266,7403
1,278,597,301,1.471,0.735,6307
1,279,598,295,0.785,0.392,5758
1,280,593,309,1.918,0.959,4913
1,281,593,304,0.645,0.323,5711
1,282,595,306,0.365,0.182,4828
1,283,596,307,0.182,0.091,6236
1,284,592,292,2.003,1.001,5963
1,285,595,294,0.465,0.233,4401
1,286,599,313,2.505,1.252,5350
1,287,597,318,0.695,0.347,6453
1,288,596,334,2.068,1.034,5620
1,289,601,329,0.912,0.456,5472
1,290,598,321,1.102,0.551,5547
1,291,600,320,0.288,0.144,4771
1,292,592,325,1.217,0.608,4951
1,293,595,342,2.227,1.113,4463
1,294,595,325,2.193,1.097,5444
1,295,601,306,2.570,1.285,6920
1,296,598,305,0.408,0.204,6155
1,297,601,301,0.645,0.323,6309
1,298,600,309,1.040,0.520,7362
1,299,598,315,0.816,0.408,5943
1,300,599,335,2.583,1.292,5710
1,301,599,350,1.935,0.968,6396
1,302,596,346,0.645,0.323,5217
1,303,598,339,0.939,0.470,4785
1,304,590,324,2.193,1.097,4640
1,305,590,329,0.645,0.323,5287
1,306,596,328,0.785,0.392,3991
1,307,597,333,0.658,0.329,5623
1,308,599,329,0.577,0.288,5273
1,309,599,316,1.677,0.839,5493
1,310,600,310,0.785,0.392,6825
