particle,frame,x,y,c1,c2,c3
1,146,532,401,4.646,2.323,4113
1,147,534,397,0.577,0.288,4942
1,148,537,401,0.645,0.323,6448
1,149,539,394,0.939,0.470,4609
1,150,540,400,0.785,0.392,3985
1,151,538,386,1.824,0.912,4269
1,152,534,384,0.577,0.288,4225
1,153,534,379,0.645,0.323,4476
1,154,534,379,0.000,0.000,4621
1,155,540,368,1.616,0.808,4751
1,156,537,344,3.120,1.560,4280
1,157,532,337,1.110,0.555,4583
1,158,535,345,1.102,0.551,5373
1,159,540,377,4.178,2.089,5471
1,160,540,404,3.483,1.742,5762
1,161,539,420,2.068,1.034,6093
1,162,535,430,1.389,0.695,4939
1,163,530,424,1.008,0.504,4104
1,164,530,415,1.161,0.581,4935
1,165,530,420,0.645,0.323,4724
1,166,532,392,3.621,1.811,4222
1,167,533,376,2.068,1.034,4762
1,168,534,380,0.532,0.266,5994
1,169,528,392,1.731,0.865,4548
1,170,527,423,4.001,2.001,5020
1,171,520,418,1.110,0.555,4279
1,172,534,417,1.811,0.905,4399
1,173,533,404,1.682,0.841,4113
1,174,532,424,2.583,1.292,3793
1,175,517,468,5.997,2.998,5107
1,176,523,457,1.616,0.808,5638
1,177,534,410,6.227,3.113,5015
1,178,536,390,2.593,1.296,5551
1,179,540,389,0.532,0.266,5037
1,180,540,389,0.000,0.000,4457
1,181,539,384,0.658,0.329,5370
1,182,534,381,0.752,0.376,4586
1,183,532,374,0.939,0.470,4660
1,184,538,390,2.204,1.102,7385
1,185,540,404,1.824,0.912,4891
1,186,540,408,0.516,0.258,4855
1,187,534,420,1.731,0.865,5195
1,188,540,385,4.581,2.290,4352
1,189,540,383,0.258,0.129,4746
1,190,540,394,1.419,0.710,4860
1,191,540,397,0.387,0.194,4751
1,192,540,409,1.548,0.774,4643
1,193,540,419,1.290,0.645,5802
1,194,541,378,5.291,2.645,6972
1,195,537,355,3.012,1.506,5181
1,196,535,342,1.697,0.848,4574
1,197,526,338,1.271,0.635,4256
1,198,527,334,0.532,0.266,4016
1,199,532,322,1.677,0.839,4475
1,200,531,309,1.682,0.841,4088
1,201,533,316,0.939,0.470,5586
1,202,533,319,0.387,0.194,4612
1,203,534,340,2.712,1.356,4870
1,204,536,379,5.038,2.519,4505
1,205,535,397,2.326,1.163,4542
1,206,535,427,3.870,1.935,5512
1,207,530,446,2.534,1.267,4068
1,208,531,426,2.583,1.292,4991
1,209,538,407,2.612,1.306,4486
1,210,538,392,1.935,0.968,4020
1,211,537,357,4.517,2.258,4825
1,212,528,347,1.736,0.868,4508
1,213,532,361,1.878,0.939,4551
1,214,539,357,1.040,0.520,5012
1,215,537,359,0.365,0.182,4573
1,216,535,366,0.939,0.470,4110
1,217,538,391,3.248,1.624,4921
1,218,541,384,0.982,0.491,7443
1,219,541,372,1.548,0.774,6104
1,220,542,354,2.326,1.163,5485
1,221,540,356,0.365,0.182,5150
1,222,539,349,0.912,0.456,5695
1,223,538,334,1.939,0.970,4273
1,224,530,312,3.020,1.510,4280
1,225,529,313,0.182,0.091,5257
1,226,539,327,2.219,1.110,6094
1,227,543,368,5.314,2.657,5565
1,228,545,396,3.621,1.811,4858
1,229,541,401,0.826,0.413,5706
1,230,542,379,2.841,1.420,5377
1,231,540,375,0.577,0.288,6232
1,232,544,388,1.755,0.877,5136
1,233,542,397,1.189,0.595,5269
1,234,541,396,0.182,0.091,4438
1,235,538,411,1.973,0.987,5894
1,236,540,404,0.939,0.470,4891
1,237,540,395,1.161,0.581,5545
1,238,543,398,0.547,0.274,6244
1,239,538,428,3.923,1.962,6083
1,240,535,427,0.408,0.204,5296
1,241,540,407,2.659,1.330,5186
1,242,543,394,1.721,0.861,5775
1,243,543,394,0.000,0.000,4984
1,244,538,418,3.162,1.581,4233
1,245,532,430,1.731,0.865,5921
1,246,528,435,0.826,0.413,4259
1,247,535,414,2.856,1.428,4289
1,248,535,394,2.580,1.290,4213
1,249,538,392,0.465,0.233,5071
1,250,539,390,0.288,0.144,4028
1,251,539,393,0.387,0.194,5192
1,252,534,422,3.796,1.898,4549
1,253,540,409,1.847,0.923,4533
1,254,534,403,1.095,0.547,4798
1,255,536,399,0.577,0.288,5010
1,256,540,405,0.930,0.465,4715
1,257,539,395,1.296,0.648,5262
1,258,541,377,2.336,1.168,4360
1,259,536,365,1.677,0.839,4361
1,260,539,380,1.973,0.987,5370
1,261,539,402,2.838,1.419,4682
1,262,529,402,1.290,0.645,4502
1,263,532,394,1.102,0.551,4294
1,264,540,386,1.459,0.730,4569
1,265,533,413,3.598,1.799,6746
1,266,538,421,1.217,0.608,4884
1,267,537,433,1.553,0.777,4573
1,268,528,436,1.224,0.612,5703
1,269,540,401,4.773,2.386,5798
1,270,542,374,3.493,1.746,5521
1,271,540,369,0.695,0.347,5440
1,272,542,371,0.365,0.182,5994
1,273,540,396,3.235,1.618,6056
1,274,540,409,1.677,0.839,5549
1,275,542,392,2.208,1.104,5089
1,276,537,380,1.677,0.839,5505
1,277,536,379,0.182,0.091,4180
1,278,540,366,1.755,0.877,5440
1,279,540,365,0.129,0.065,5435
1,280,540,381,2.064,1.032,5295
1,281,545,369,1.677,0.839,5254
1,282,542,348,2.737,1.368,5162
1,283,542,341,0.903,0.452,4329
1,284,542,337,0.516,0.258,6820
1,285,543,360,2.970,1.485,4985
1,286,543,350,1.290,0.645,5016
1,287,542,340,1.296,0.648,6057
1,288,544,353,1.697,0.848,4639
1,289,540,351,0.577,0.288,4679
1,290,540,380,3.741,1.871,5368
1,291,540,396,2.064,1.032,5657
1,292,540,378,2.322,1.161,5290
1,293,540,364,1.806,0.903,4824
1,294,540,370,0.774,0.387,4461
1,295,542,364,0.816,0.408,3755
1,296,538,351,1.755,0.877,5102
1,297,540,356,0.695,0.347,4932
1,298,543,384,3.633,1.816,4407
1,299,539,406,2.885,1.442,5225
1,300,536,422,2.100,1.050,4762
1,301,539,420,0.465,0.233,5731
1,302,540,402,2.326,1.163,3840
1,303,540,380,2.838,1.419,4643
1,304,539,382,0.288,0.144,5153
1,305,532,390,1.371,0.686,5238
1,306,521,381,1.833,0.917,4231
1,307,532,414,4.487,2.244,4908
1,308,539,398,2.253,1.126,5085
1,309,536,397,0.408,0.204,4510
1,310,539,402,0.752,0.376,4935
1,311,539,379,2.967,1.484,5152
1,312,540,406,3.485,1.743,6631
1,313,539,410,0.532,0.266,5188
1,314,540,372,4.904,2.452,3840
1,315,532,368,1.154,0.577,4371
1,316,528,399,4.032,2.016,4942
1,317,524,427,3.649,1.824,4441
1,318,535,419,1.755,0.877,3822
1,319,536,406,1.682,0.841,5376
1,320,540,408,0.577,0.288,4093
1,321,535,428,2.659,1.330,5336
1,322,533,439,1.442,0.721,4792
1,323,530,450,1.471,0.735,4285
1,324,529,451,0.182,0.091,5906
1,325,533,432,2.505,1.252,5082
1,326,536,413,2.481,1.241,5841
1,327,537,412,0.182,0.091,4712
1,328,537,370,5.418,2.709,4857
1,329,528,328,5.541,2.770,4648
1,330,526,335,0.939,0.470,4146
1,331,522,310,3.266,1.633,4338
1,332,525,304,0.865,0.433,4585
1,333,534,333,3.917,1.959,6031
1,334,540,383,6.496,3.248,5507
1,335,540,425,5.418,2.709,6414
1,336,542,396,3.750,1.875,6207
1,337,539,357,5.046,2.523,4068
1,338,537,324,4.265,2.132,5077
1,339,532,331,1.110,0.555,6607
1,340,528,292,5.057,2.529,6175
1,341,534,319,3.568,1.784,4440
1,342,540,348,3.820,1.910,4420
1,343,540,365,2.193,1.097,5399
1,344,540,349,2.064,1.032,6600
1,345,539,356,0.912,0.456,8125
1,346,539,384,3.612,1.806,8121
1,347,541,390,0.816,0.408,6139
1,348,542,376,1.811,0.905,5815
1,349,547,357,2.534,1.267,4992
1,350,548,366,1.168,0.584,8135
1,351,547,372,0.785,0.392,4667
1,352,540,391,2.612,1.306,4715
1,353,540,402,1.419,0.710,5363
1,354,544,397,0.826,0.413,5935
1,355,543,388,1.168,0.584,5271
1,356,539,401,1.755,0.877,5302
1,357,540,404,0.408,0.204,4782
1,358,540,402,0.258,0.129,4166
1,359,543,399,0.547,0.274,7218
1,360,543,396,0.387,0.194,5812
1,361,543,382,1.806,0.903,5051
1,362,541,381,0.288,0.144,5054
1,363,534,358,3.101,1.551,4512
1,364,531,339,2.481,1.241,4989
1,365,529,328,1.442,0.721,4679
1,366,527,335,0.939,0.470,4951
1,367,538,350,2.400,1.200,5066
1,368,540,363,1.697,0.848,6196
1,369,540,358,0.645,0.323,5073
1,370,539,342,2.068,1.034,4205
1,371,538,344,0.288,0.144,4455
1,372,543,378,4.433,2.217,4880
1,373,546,393,1.973,0.987,6440
1,374,540,379,1.965,0.982,5943
1,375,541,379,0.129,0.065,6936
1,376,540,402,2.970,1.485,5145
1,377,537,414,1.596,0.798,5829
1,378,540,416,0.465,0.233,5223
1,379,540,415,0.129,0.065,5693
1,380,545,373,5.456,2.728,5110
1,381,542,376,0.547,0.274,4048
1,382,534,378,1.064,0.532,4260
1,383,527,385,1.277,0.639,4658
1,384,538,394,1.833,0.917,5324
1,385,539,379,1.939,0.970,5007
1,386,543,370,1.271,0.635,4296
1,387,543,382,1.548,0.774,4980
1,388,540,411,3.761,1.880,4819
1,389,534,440,3.820,1.910,4151
1,390,526,446,1.290,0.645,4329
1,391,519,445,0.912,0.456,4198
1,392,522,435,1.347,0.673,4192
1,393,531,424,1.833,0.917,4268
1,394,534,409,1.973,0.987,4765
1,395,534,392,2.193,1.097,4256
1,396,535,397,0.658,0.329,4110
1,397,535,391,0.774,0.387,4073
1,398,536,403,1.553,0.777,4252
1,399,536,415,1.548,0.774,5082
1,400,537,423,1.040,0.520,6802
1,401,537,426,0.387,0.194,7307
1,402,540,416,1.347,0.673,6708
1,403,541,418,0.288,0.144,8349
1,404,544,400,2.354,1.177,5032
1,405,542,366,4.394,2.197,5917
1,406,542,355,1.419,0.710,4446
1,407,536,334,2.817,1.409,5448
1,408,538,330,0.577,0.288,4885
1,409,523,327,1.973,0.987,3940
1,410,524,336,1.168,0.584,4224
1,411,538,367,4.388,2.194,4378
1,412,543,371,0.826,0.413,4697
1,413,541,363,1.064,0.532,7510
1,414,541,363,0.000,0.000,5484
1,415,541,366,0.387,0.194,6755
1,416,543,379,1.697,0.848,6455
1,417,543,391,1.548,0.774,4625
1,418,544,402,1.425,0.712,5176
1,419,545,400,0.288,0.144,5037
1,420,545,382,2.322,1.161,4604
1,421,543,412,3.879,1.939,4660
1,422,538,425,1.797,0.898,5467
1,423,537,432,0.912,0.456,5690
1,424,522,437,2.040,1.020,4592
1,425,518,426,1.510,0.755,4612
1,426,512,407,2.570,1.285,4390
1,427,515,402,0.752,0.376,4362
1,428,527,366,4.895,2.448,4304
1,429,529,386,2.593,1.296,4209
1,430,537,384,1.064,0.532,4965
1,431,537,424,5.160,2.580,5037
1,432,532,441,2.286,1.143,4908
1,433,535,427,1.847,0.923,4755
1,434,540,400,3.542,1.771,5073
1,435,541,384,2.068,1.034,4692
1,436,539,346,4.909,2.454,8086
1,437,532,309,4.858,2.429,5054
1,438,520,276,4.530,2.265,4931
1,439,521,287,1.425,0.712,5930
1,440,528,300,1.905,0.952,6469
1,441,533,310,1.442,0.721,6092
1,442,544,360,6.604,3.302,5574
1,443,544,382,2.838,1.419,4743
1,444,540,393,1.510,0.755,4638
1,445,533,405,1.792,0.896,4830
1,446,534,377,3.614,1.807,4694
1,447,539,376,0.658,0.329,4029
1,448,536,356,2.609,1.304,4144
1,449,540,378,2.885,1.442,3985
1,450,541,389,1.425,0.712,4475
1,451,541,379,1.290,0.645,6755
1,452,543,370,1.189,0.595,5087
1,453,542,370,0.129,0.065,6892
1,454,540,376,0.816,0.408,5295
1,455,541,369,0.912,0.456,5302
1,456,542,367,0.288,0.144,5198
1,457,543,390,2.970,1.485,6388
1,458,541,406,2.080,1.040,5308
1,459,544,393,1.721,0.861,5650
1,460,542,385,1.064,0.532,6495
1,461,542,382,0.387,0.194,4905
1,462,542,391,1.161,0.581,4836
1,463,539,428,4.789,2.394,5188
1,464,533,445,2.326,1.163,4828
1,465,535,425,2.593,1.296,5734
1,466,542,395,3.974,1.987,5809
1,467,540,383,1.569,0.785,6160
1,468,541,365,2.326,1.163,5163
1,469,540,371,0.785,0.392,5657
1,470,544,358,1.755,0.877,4599
1,471,543,352,0.785,0.392,6565
1,472,540,345,0.982,0.491,6631
1,473,542,347,0.365,0.182,5381
1,474,540,361,1.824,0.912,4860
1,475,542,380,2.465,1.232,5594
1,476,541,401,2.712,1.356,6356
1,477,541,402,0.129,0.065,4144
1,478,545,394,1.154,0.577,6048
1,479,544,373,2.712,1.356,5610
1,480,544,382,1.161,0.581,7344
1,481,543,392,1.296,0.648,5740
1,482,544,383,1.168,0.584,4779
1,483,540,392,1.271,0.635,5399
1,484,536,425,4.288,2.144,5484
1,485,537,421,0.532,0.266,5974
1,486,544,383,4.984,2.492,6115
1,487,540,352,4.032,2.016,4928
1,488,538,340,1.569,0.785,4702
1,489,538,344,0.516,0.258,5287
1,490,538,345,0.129,0.065,4377
1,491,540,353,1.064,0.532,4166
1,492,535,358,0.912,0.456,4070
1,493,538,354,0.645,0.323,4885
1,494,540,343,1.442,0.721,4493
1,495,540,340,0.387,0.194,4605
1,496,537,358,2.354,1.177,4171
1,497,536,348,1.296,0.648,4938
1,498,531,338,1.442,0.721,4949
1,499,531,335,0.387,0.194,4020
1,500,535,322,1.755,0.877,4651
1,501,536,329,0.912,0.456,5623
1,502,538,340,1.442,0.721,4486
1,503,539,355,1.939,0.970,4862
1,504,526,364,2.040,1.020,5563
1,505,523,384,2.609,1.304,4590
1,506,515,402,2.541,1.271,4578
1,507,518,424,2.864,1.432,4508
1,508,517,431,0.912,0.456,3693
1,509,526,442,1.833,0.917,5490
1,510,531,419,3.036,1.518,3975
1,511,533,394,3.235,1.618,4037
1,512,540,367,3.598,1.799,4896
1,513,539,358,1.168,0.584,4826
1,514,540,393,4.517,2.258,5073
1,515,541,429,4.646,2.323,4723
1,516,540,405,3.099,1.549,5910
1,517,539,370,4.517,2.258,5917
1,518,540,380,1.296,0.648,5693
1,519,540,405,3.225,1.613,6636
1,520,540,425,2.580,1.290,4638
1,521,538,421,0.577,0.288,4089
1,522,538,381,5.160,2.580,5210
1,523,536,368,1.697,0.848,5118
1,524,536,373,0.645,0.323,5118
1,525,533,374,0.408,0.204,5010
1,526,538,383,1.328,0.664,5066
1,527,541,386,0.547,0.274,5194
1,528,540,378,1.040,0.520,5001
1,529,542,385,0.939,0.470,4837
1,530,543,380,0.658,0.329,5704
1,531,540,384,0.645,0.323,4021
1,532,537,405,2.737,1.368,5757
1,533,537,421,2.064,1.032,5900
1,534,540,416,0.752,0.376,4533
1,535,540,413,0.387,0.194,4964
1,536,541,397,2.068,1.034,4402
1,537,538,414,2.227,1.113,5463
1,538,533,420,1.008,0.504,4861
1,539,536,411,1.224,0.612,4397
1,540,532,375,4.673,2.336,4691
1,541,538,397,2.942,1.471,4232
1,542,526,411,2.379,1.189,4327
1,543,543,387,3.794,1.897,4912
1,544,531,389,1.569,0.785,5496
1,545,538,383,1.189,0.595,4377
1,546,535,390,0.982,0.491,5444
1,547,537,382,1.064,0.532,4640
1,548,537,355,3.483,1.742,6515
1,549,533,338,2.253,1.126,4830
1,550,530,341,0.547,0.274,3960
1,551,530,376,4.515,2.258,4898
1,552,527,403,3.504,1.752,5309
1,553,535,418,2.193,1.097,5048
1,554,538,409,1.224,0.612,4777
1,555,540,382,3.493,1.746,5585
1,556,543,375,0.982,0.491,5129
1,557,541,384,1.189,0.595,4366
1,558,539,372,1.569,0.785,4209
1,559,537,386,1.824,0.912,4640
1,560,531,429,5.601,2.800,3876
1,561,515,456,4.049,2.024,4399
1,562,534,423,4.912,2.456,4509
1,563,535,371,6.709,3.355,5084
1,564,540,380,1.328,0.664,5585
1,565,535,378,0.695,0.347,4001
1,566,536,388,1.296,0.648,4144
1,567,540,383,0.826,0.413,4384
1,568,541,387,0.532,0.266,5199
1,569,539,386,0.288,0.144,5265
1,570,537,368,2.336,1.168,4604
1,571,528,330,5.038,2.519,4223
1,572,528,315,1.935,0.968,4617
1,573,528,321,0.774,0.387,4404
1,574,530,342,2.721,1.361,5078
1,575,537,344,0.939,0.470,4604
1,576,540,352,1.102,0.551,5545
1,577,542,379,3.493,1.746,4009
1,578,543,367,1.553,0.777,4404
1,579,545,365,0.365,0.182,4639
1,580,545,364,0.129,0.065,5295
1,581,542,350,1.847,0.923,4693
1,582,542,352,0.258,0.129,6459
1,583,531,338,2.297,1.148,5420
1,584,534,337,0.408,0.204,4979
1,585,527,323,2.019,1.010,5273
1,586,540,341,2.864,1.432,4601
1,587,542,361,2.593,1.296,4517
1,588,542,391,3.870,1.935,4621
1,589,539,397,0.865,0.433,4504
1,590,540,390,0.912,0.456,4824
1,591,543,369,2.737,1.368,6281
1,592,539,342,3.521,1.761,5220
1,593,528,298,5.851,2.925,4368
1,594,528,302,0.516,0.258,6324
1,595,529,313,1.425,0.712,5003
1,596,531,335,2.850,1.425,4923
1,597,533,368,4.265,2.132,3965
1,598,527,418,6.496,3.248,4700
1,599,518,437,2.712,1.356,4685
1,600,531,403,4.696,2.348,4628
1,601,532,397,0.785,0.392,4475
1,602,534,400,0.465,0.233,5159
1,603,535,399,0.182,0.091,5660
1,604,543,388,1.755,0.877,5128
1,605,541,399,1.442,0.721,5597
1,606,531,448,6.451,3.226,5748
1,607,528,453,0.752,0.376,4911
1,608,528,458,0.645,0.323,5527
1,609,534,436,2.942,1.471,5809
1,610,531,438,0.465,0.233,5424
